SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
10232,77,152,0,0.292593606,2.672759,0.053946,18.937185,324.465668,5.908936,6.572173,6.056823,4.434883,8.446069,6.370054,0.232,5,945.140015,1.88,32.128147
10233,76,152,0,0.912755534,0.004278,0.12014,42.860455,273.923187,4.797925,5.391793,5.320908,0.005226,0.008866,0.004716,1000.000977,5.4,0,0,0.041107
10234,75,152,0,1.330883816,1.939157,0.066267,0.724735,362.80957,5.652246,6.381893,6.538208,3.130641,7.444146,0.012834,0.334,4.8,944.02002,1.9,29.1612
10235,74,152,0,0.780190557,2.693946,0.055454,18.564159,329.243164,5.916842,6.589777,6.070294,4.480485,8.582445,6.175573,0.232,4.8,945.059998,1.82,32.559692
10236,73,152,0,1.076410714,2.599301,0.054889,25.459743,341.89621,6.08287,6.7842,5.085213,4.451089,8.035599,0.006212,0.229,5.1,945.419983,2.49,29.611444
10237,72,152,0,1.373261303,2.746844,0.064985,16.279045,326.964691,5.873751,6.543154,6.071904,4.517386,8.835821,6.885915,0.234,5,944.940002,1.8,33.759792
10238,71,152,0,0.868907084,0.009138,0.045486,51.637836,296.284088,5.091829,5.694387,4.511,0.016728,0.019657,0.003529,1000,3.6,0,0,0.086298
10239,70,152,0,1.409822375,2.742248,0.055896,18.667784,326.007751,5.905746,6.574135,6.067155,4.562277,8.726943,6.497419,0.25,4.7,944.880005,1.69,33.186657
10240,69,152,0,0.606103334,2.778522,0.055184,17.215994,321.513763,5.813841,6.471592,6.079596,4.575477,8.889213,7.365777,0.271,5.3,944.669983,1.59,34.339359
10241,68,152,0,0.516848103,2.790691,0.057149,18.158897,322.768158,5.840438,6.501042,6.103982,4.631792,8.807622,7.028922,0.254,5.2,944.650024,1.53,33.870037
10242,67,152,0,0.914144894,0.000223,6621.838867,123.626373,0.041831,9.999979,9.999996,9.999965,0.0001,0.000041,-0.00067,0.306,7.6,0,0,0.000103
10243,66,152,0,1.079231377,2.158592,0.07304,4.414539,287.180481,5.329013,5.896853,6.228884,2.970657,7.282073,0.019039,0.225,5.5,943.359985,1.39,30.872707
10244,65,152,0,0.873553123,2.675413,0.054365,16.897242,322.166016,5.83689,6.494138,6.085891,4.461611,8.633482,7.26619,0.245,5.2,944.669983,1.52,33.235676
10245,64,152,0,0.862178671,2.634268,0.063777,16.62397,328.356476,5.888121,6.559754,6.086644,4.381182,8.504523,6.307014,0.253,4.9,944.72998,1.83,32.411747
10246,63,152,0,0.239831732,2.756749,0.06152,15.244624,316.278717,5.793039,6.44469,6.082875,4.520702,8.939975,7.779181,0.214,5.3,944.460022,1.48,34.679619
10247,62,152,0,0.5695916,2.770293,0.060667,15.864222,317.577545,5.801825,6.453937,6.082088,4.587985,8.943295,7.731264,0.249,5.2,944.409973,1.5,34.642792
10248,61,152,0,1.002604206,2.754479,0.069363,10.412141,260.930847,5.253447,5.782594,6.041864,4.301029,9.150432,5.756131,0.248,5.9,944.080017,1.53,39.560234
10249,60,152,0,1.300280057,2.758559,0.056876,15.37547,319.373688,5.761747,6.413105,6.087644,4.614899,8.945321,7.949299,0.249,5.5,944.299988,1.51,34.871258
10250,59,152,0,0.55051515,2.751451,0.055877,15.401574,316.269928,5.750345,6.395507,6.091582,4.573878,8.949285,8.024371,0.272,5.5,944.369995,1.46,34.9827
10251,58,152,0,1.041029223,2.773823,0.057944,16.683666,321.216309,5.800169,6.457251,6.133832,4.614595,8.940407,7.781472,0.266,5.3,944.23999,1.5,34.613827
10252,57,152,0,0.694101636,2.687711,0.055439,15.578507,322.608093,5.788693,6.447435,6.106098,4.494573,8.721165,7.525148,0.218,5.3,944.330017,1.47,33.816414
10253,56,152,0,0.609594349,2.748503,0.061969,8.073309,259.353668,5.212735,5.734555,6.104394,4.434569,9.327677,8.111912,0.198,6.4,943.820007,1.63,40.664345
10254,55,152,0,1.206297478,2.747416,0.058048,14.607373,314.056,5.734011,6.377149,6.10112,4.543084,8.93067,8.300497,0.244,5.6,944.059998,1.47,35.010433
10255,54,152,0,1.16207982,2.731645,0.069325,14.445548,313.431641,5.740564,6.38175,6.10475,4.522865,8.958997,8.199389,0.273,5.6,943.98999,1.41,35.096161
10256,53,152,0,1.368429075,2.758929,0.061391,14.588969,315.035156,5.744644,6.389641,6.11079,4.547258,8.966512,8.202768,0.272,5.6,944.01001,1.49,35.082222
10257,52,152,0,1.428643594,2.741983,0.061979,16.068426,327.199127,5.773926,6.442675,6.204624,4.525887,8.920277,7.320347,0.257,5.5,943.98999,1.53,34.614025
10258,51,152,0,0.967894039,2.784885,0.064034,7.019992,239.364227,5.135808,5.618659,6.027444,4.430934,9.490396,9.484324,0.219,6.7,943.719971,1.72,42.227142
10259,50,152,0,0.934178829,2.690906,0.055765,15.309375,320.085846,5.797864,6.456078,6.105794,4.473898,8.850649,7.574724,0.238,5.3,944.119995,1.61,34.272549
10260,49,152,0,1.252338916,2.68038,0.058733,12.07041,310.724518,5.699323,6.336912,6.119771,4.429909,8.926776,8.669044,0.243,5.8,943.710022,1.44,35.217373
10261,48,152,0,0.56081799,2.762125,0.059073,13.674759,313.898499,5.715852,6.356103,6.119626,4.574275,9.062214,8.562447,0.266,5.7,943.820007,1.43,35.643749
10262,47,152,0,0.688765305,2.760803,0.063977,12.154367,310.870667,5.683897,6.321759,6.124607,4.476159,9.136663,8.808622,0.25,5.9,943.719971,1.43,36.131805
10263,46,152,0,0.565289606,2.705721,0.063293,6.443654,242.856842,5.150295,5.643161,6.045892,4.311825,9.222517,9.070425,0.241,6.7,943.609985,1.64,40.857052
10264,45,152,0,0.76351317,2.763028,0.057716,14.079302,318.249939,5.735204,6.387814,6.173848,4.56578,9.023783,8.128765,0.251,5.7,943.690002,1.42,35.316399
10265,44,152,0,0.409778762,0.00001,7651.902832,1272864.625,0.013427,9.999999,10.000009,10.000004,-0.000351,-0.000268,-0.000199,0.226,0.5,0,0,-0.000669
10266,43,152,0,0.826382956,2.777406,0.059695,7.950226,260.867859,5.198929,5.726416,6.047824,4.551104,9.520082,0.035495,0.27,6.7,943.659973,2.11,41.56213
10267,42,152,0,0.591675188,2.729202,0.060906,12.407627,313.478638,5.676318,6.316173,6.144234,4.509612,9.123125,8.625266,0.266,5.7,943.719971,1.47,36.11018
10268,41,152,0,1.436521395,2.715279,0.063555,4.593753,243.056702,5.139397,5.634665,6.090453,4.34877,9.398471,9.732982,0.234,6.8,943.380005,1.57,41.699329
10269,40,152,0,0.83054315,2.697333,0.057896,11.21437,311.954132,5.646032,6.281039,6.180547,4.447141,9.028305,9.120438,0.242,6,943.51001,1.41,35.934761
10270,39,152,0,0.624936754,2.649184,0.059721,11.855616,310.603668,5.645241,6.277333,6.183596,4.325956,8.751233,8.834364,0.227,6,943.340027,1.42,34.852512
10271,38,152,0,0.854640656,2.772617,0.060857,13.2214,313.624268,5.692446,6.331966,6.157692,4.510244,9.085513,8.745597,0.23,5.8,943.52002,1.42,35.871613
10272,37,152,0,0.214022767,2.723284,0.060579,11.067675,310.064514,5.655819,6.289855,6.165653,4.400484,9.034603,8.847269,0.238,5.9,943.369995,1.44,35.909428
10273,36,152,0,1.018385699,2.762202,0.065036,7.671988,245.323318,5.148338,5.644741,6.077822,4.413041,9.330693,9.454428,0.242,6.8,943.309998,1.55,41.324715
10274,35,152,0,0.509480072,2.712639,0.058317,10.497477,312.493286,5.662113,6.301625,6.203039,4.389751,9.010338,8.886201,0.276,5.9,943.340027,1.45,35.746094
10275,34,152,0,1.248712229,2.66255,0.06399,10.927339,313.687256,5.670922,6.311268,6.172305,4.352953,8.900259,8.683455,0.244,5.8,943.429993,1.42,35.255432
10276,33,152,0,1.306836084,2.688661,0.068754,12.102822,313.517883,5.696508,6.337483,6.148199,4.410647,8.896634,8.288146,0.23,5.7,943.409973,1.4,35.095295
10277,32,152,0,1.187195206,2.66026,0.06437,12.839387,319.816254,5.67511,6.326839,6.188492,4.35445,8.778476,8.030468,0.227,5.7,943.299988,1.49,34.68745
10278,31,152,0,0.784488264,2.733609,0.064421,6.709367,239.755157,5.123825,5.611061,6.064706,4.369008,9.282564,9.665008,0.228,6.8,943.25,1.53,41.358334
10279,31,153,0,0.667377049,2.701858,0.058275,11.655859,306.652466,5.6212,6.246785,6.172901,4.42549,9.01309,9.04302,0.199,6.1,943.27002,1.41,36.070915
10280,32,153,0,1.542600997,2.660596,0.058224,10.587873,305.755951,5.609524,6.232372,6.184416,4.334947,8.843468,9.36728,0.218,6.2,943.26001,1.41,35.473923
10281,33,153,0,0.434054056,2.653957,0.057919,9.674668,307.393524,5.620313,6.246134,6.178471,4.309828,8.894231,9.259271,0.226,6.1,943.330017,1.46,35.598942
10282,34,153,0,0.69846557,2.689252,0.061514,10.023144,323.323334,5.657038,6.314796,6.328268,4.330891,8.970803,8.548933,0.21,6,943.340027,1.36,35.515015
10283,35,153,0,1.633837082,2.662205,0.06473,17.953548,333.491333,5.882802,6.563837,6.10561,4.547783,8.62713,5.753257,0.237,4.9,943.890015,1.61,32.858562
10284,36,153,0,0.142766896,2.54318,0.060546,17.185669,345.04541,5.854296,6.554307,5.382556,4.295653,8.30033,0.008655,0.241,4.7,943.830017,1.92,31.65983
10285,37,153,0,0.400281521,2.705838,0.057855,11.475133,309.349762,5.628864,6.260024,6.180034,4.419349,8.995309,9.175138,0.201,6.1,943.469971,1.41,35.923618
10286,38,153,0,0.96691299,2.735853,0.058231,12.571201,310.918182,5.669353,6.303958,6.169827,4.472799,8.968636,9.01928,0.238,6,943.5,1.35,35.567474
10287,39,153,0,0.356305011,2.592092,0.057811,13.593647,323.638885,5.706626,6.364753,6.149295,4.266006,8.554354,7.310424,0.233,5.6,943.630005,1.56,33.600491
10288,40,153,0,0.544324502,2.695142,0.056582,11.742681,310.530334,5.663249,6.296938,6.15824,4.398694,8.982321,8.980623,0.227,6,943.51001,1.39,35.661457
10289,41,153,0,0.90210318,2.743088,0.063899,12.028023,310.323242,5.690681,6.325566,6.132995,4.477116,9.104108,8.729675,0.248,5.9,943.690002,1.37,35.9814
10290,42,153,0,0.720560848,2.767742,0.057652,14.374109,312.757172,5.690832,6.330572,6.171132,4.527535,9.013011,8.73253,0.261,5.9,943.599976,1.4,35.593197
10291,43,153,0,1.069570826,2.701704,0.05915,12.136491,314.690704,5.695643,6.338107,6.134472,4.41464,8.985862,8.464179,0.277,5.8,943.76001,1.42,35.443794
10292,44,153,0,1.807388185,2.731954,0.056623,13.025015,314.59671,5.7144,6.358372,6.141575,4.486573,9.054455,8.376044,0.257,5.6,943.700012,1.5,35.600521
10293,45,153,0,0.712463138,2.707363,0.064011,10.983514,318.893402,5.691923,6.342888,6.230691,4.453601,9.044801,8.758326,0.25,5.8,943.630005,1.42,35.64938
10294,46,153,0,0.992642923,2.697911,0.05906,10.641292,309.50058,5.669952,6.301925,6.130015,4.399321,9.033809,8.88932,0.235,5.8,943.719971,1.41,35.837498
10295,47,153,0,1.610315538,2.772749,0.055176,12.632453,314.13089,5.683777,6.325064,6.163421,4.530733,9.138738,8.778515,0.248,5.8,943.73999,1.48,36.121128
10296,49,153,0,0.517739129,2.682092,0.063364,12.102891,315.588776,5.726994,6.372033,6.110467,4.43528,8.931293,8.395865,0.253,5.5,943.969971,1.44,35.040989
10297,50,153,0,0.55566676,2.712049,0.058932,12.386882,309.401428,5.690854,6.32441,6.11317,4.460571,9.066158,8.774242,0.231,5.7,943.919983,1.37,35.837955
10298,51,153,0,0.464366969,2.719552,0.059328,12.707961,312.039337,5.668466,6.305265,6.13124,4.449593,8.969322,8.753961,0.209,5.8,943.97998,1.41,35.562828
10299,52,153,0,1.010194732,2.757273,0.056151,15.481907,314.206787,5.728673,6.370018,6.110772,4.568404,9.017043,8.418571,0.244,5.6,944,1.49,35.388611
10300,53,153,0,0.959501085,2.719431,0.06686,13.632071,311.861694,5.710197,6.349241,6.114515,4.489442,8.989226,8.506485,0.258,5.7,943.97998,1.39,35.394886
10301,54,153,0,1.111142887,2.72314,0.056041,14.841868,314.205261,5.732703,6.3752,6.106761,4.530762,8.91413,8.32458,0.268,5.6,944.090027,1.44,34.956276
10302,55,153,0,1.149346392,2.712189,0.058117,14.119116,314.154633,5.734067,6.375399,6.102794,4.508547,8.914331,8.307065,0.251,5.6,944.099976,1.39,34.955975
10303,56,153,0,1.733269777,2.695914,0.061442,13.771102,313.960449,5.738607,6.381511,6.097251,4.465687,8.867179,8.139797,0.23,5.6,944.090027,1.45,34.737774
10304,57,153,0,0.656540535,2.646269,0.058191,13.421126,315.606323,5.728487,6.373417,6.093258,4.396025,8.730671,8.089706,0.225,5.5,944.169983,1.41,34.246429
10305,58,153,0,1.654463464,2.743004,0.05524,16.479332,316.323639,5.785541,6.435197,6.081131,4.561704,8.85085,7.696016,0.271,5.4,944.280029,1.47,34.384533
10306,59,153,0,1.031311441,2.752073,0.057722,16.215008,317.519684,5.783883,6.43458,6.096773,4.557701,8.902063,7.865903,0.256,5.4,944.380005,1.44,34.586807
10307,60,153,0,0.513892823,2.774778,0.05729,17.184088,318.569092,5.812582,6.46589,6.083726,4.623002,8.897115,7.723038,0.25,5.3,944.369995,1.51,34.400188
10308,61,153,0,0.439581633,2.772658,0.059244,17.265697,323.138977,5.837621,6.500219,6.08114,4.627157,8.902534,7.292658,0.255,5.2,944.5,1.69,34.239365
10309,62,153,0,0.68292723,2.773741,0.060667,15.429312,318.347015,5.770315,6.420864,6.09409,4.563886,8.949236,7.864264,0.275,5.5,944.330017,1.53,34.84436
10310,63,153,0,1.509359501,0.009669,0.020679,45.603279,227.593246,5.855125,6.325148,5.965807,0.031321,0.032425,0.016243,0.213,2.9,0,0,0.128157
10311,64,153,0,1.081231734,2.685224,0.062722,14.862213,319.836914,5.810456,6.465872,6.077649,4.418412,8.768455,7.454422,0.228,5.2,944.530029,1.55,33.902828
10312,65,153,0,1.356175686,2.655128,0.056171,16.104597,321.204437,5.845891,6.502878,6.074453,4.414777,8.599627,7.228053,0.242,5.1,944.580017,1.58,33.060848
10313,66,153,0,1.025327469,2.676571,0.056416,17.084776,320.680237,5.83744,6.497622,6.064485,4.44977,8.626889,7.078758,0.275,5.2,944.789978,1.64,33.19249
10314,67,153,0,0.868936026,2.628032,0.057108,15.701013,318.389374,5.71562,6.361399,6.074457,4.279171,8.434905,7.666282,0.253,5.6,944.679993,1.89,33.148781
10315,68,153,0,1.015693907,2.738813,0.056797,18.587866,320.093079,5.843935,6.499721,6.066791,4.575256,8.685736,7.096548,0.235,5.1,944.710022,1.57,33.408112
10316,69,153,0,1.833106509,2.783728,0.056226,18.688873,320.658051,5.864558,6.520633,6.072375,4.631488,8.809339,6.995906,0.247,5,944.820007,1.53,33.77486
10317,70,153,0,0.519998849,2.769613,0.061853,18.554384,328.598145,5.891009,6.562902,6.075026,4.577365,8.768827,6.43923,0.26,4.8,944.940002,1.67,33.403008
10318,71,153,0,1.497405712,2.768803,0.059688,16.965128,319.433075,5.823037,6.476777,6.075439,4.513659,8.791523,7.342488,0.293,5.2,944.840027,1.48,33.934795
10319,72,153,0,1.156869668,2.732517,0.065261,15.77544,322.878174,5.837331,6.496808,6.077806,4.474482,8.825878,7.292594,0.236,5.2,944.950012,1.66,33.962364
10320,73,153,0,0.667837735,2.655499,0.056542,20.500261,332.220398,5.994098,6.675546,6.050551,4.499777,8.423991,5.455936,0.227,5.4,945.25,2.41,31.547949
10321,74,153,0,1.379137558,2.675287,0.057134,17.957846,329.452332,5.904958,6.57745,6.063104,4.438189,8.561769,6.107657,0.256,4.8,945.080017,2.01,32.54213
10322,75,153,0,0.982761039,2.678379,0.062741,17.478819,327.336517,5.894879,6.562495,6.053273,4.434485,8.585874,6.419836,0.262,5.7,945.140015,1.84,32.708115
10323,76,153,0,0.960720285,2.724656,0.063552,17.482975,325.393188,5.877684,6.542352,6.062368,4.478062,8.675474,6.570509,0.269,5.1,945.039978,1.75,33.151207
10324,77,153,0,0.349106977,2.73081,0.054174,17.720062,325.048218,5.87274,6.5341,6.057829,4.498291,8.684848,6.662852,0.238,5.1,945.22998,1.64,33.228939
10325,78,153,0,1.018777274,0.000463,5101.268555,102.238701,-0.012394,10.000009,10.000045,9.999995,0.000031,-0.00017,-0.000165,0.195,3.8,0,0,-0.000424
10326,79,153,0,0.496257395,2.02088,0.078348,19.619993,324.921692,5.627848,6.285976,6.462658,2.962382,6.53586,0.013403,0.238,4.2,943.690002,1.3,25.993814
10327,80,153,0,1.006510528,2.671619,0.059439,18.361155,328.910065,5.929624,6.600938,6.063476,4.44898,8.541728,6.120842,0.256,4.8,945.289978,1.84,32.35043
10328,81,153,0,1.702181713,2.696952,0.061493,19.918928,329.516876,5.948208,6.621634,6.054078,4.482639,8.528798,5.835029,0.258,5.5,945.48999,2.22,32.200504
10329,82,153,0,0.439649327,2.678888,0.06721,18.926006,329.718811,5.938588,6.614378,6.047699,4.454616,8.554618,5.806393,0.28,5.5,945.52002,2.14,32.333416
10330,83,153,0,0.944051854,2.679444,0.053849,25.016735,339.339905,6.063517,6.753889,5.358081,4.520815,8.211078,0.00657,0.265,5.1,945.690002,2.02,30.393887
10331,84,153,0,0.851907782,2.663889,0.058463,21.812105,332.051514,5.991522,6.665198,6.042398,4.464509,8.354639,5.325633,0.245,5.4,945.570007,2.26,31.3368
10332,85,153,0,0.637418929,0.0081,17.384701,48.594337,274.542389,5.095856,5.831179,5.109898,0.017861,0.029246,0.004843,0.182,2.8,0,0,0.125387
10333,86,153,0,0.747395903,2.675672,0.061568,22.903629,329.78595,6.021456,6.696468,6.06016,4.474889,8.329422,5.337602,0.192,5.3,945.650024,2.46,31.096327
10334,87,153,0,0.803555698,2.599769,0.059738,23.845943,327.993927,6.021445,6.69495,6.02718,4.382389,8.070645,4.948291,0.221,5.2,945.72998,2.63,30.137066
10335,88,153,0,0.782127396,2.540298,0.052992,27.128704,332.044281,6.06384,6.740619,6.039277,4.329954,7.84411,4.356157,0.215,5.1,945.849976,2.65,29.09269
10336,89,153,0,1.436668091,2.557149,0.057343,29.8433,335.76001,6.119193,6.802668,5.031072,4.432642,7.848681,0.005236,0.253,4.8,946.039978,2.78,28.84413
10337,90,153,0,1.173398773,2.647372,0.057362,22.34631,327.344269,6.013725,6.68427,6.026999,4.46579,8.343078,5.075651,0.245,5.3,945.820007,2.58,31.204147
10338,91,153,0,1.290596845,2.5516,0.050697,30.318542,335.86792,6.141621,6.823106,4.886089,4.425676,7.810598,0.004677,0.252,4.8,945.98999,2.4,28.618193
10339,92,153,0,1.581902492,2.477779,0.051897,30.776051,336.880646,6.106853,6.79263,4.971708,4.329851,7.555525,0.005157,0.244,4.8,945.929993,2.28,27.807806
10340,93,153,0,0.955216304,2.550922,0.052972,31.985111,332.365509,6.138412,6.816368,5.198275,4.460105,7.643296,0.005108,0.236,4.8,946.030029,2.58,28.032879
10341,94,153,0,0.907517188,2.505325,0.051823,21.06098,328.85791,6.218038,6.887738,4.851723,4.484066,7.142896,0.00374,0.22,4.5,946.359985,2.86,25.92613
10342,95,153,0,1.166499571,2.635758,0.05134,29.88002,331.837189,6.096482,6.76539,5.31694,4.562297,8.003244,0.006619,0.22,5,945.929993,2.76,29.574217
10343,96,153,0,0.306788964,2.492855,0.054974,40.028454,332.071136,6.210981,6.879117,4.836262,4.46758,7.444386,0.003916,0.202,4.6,946.159973,2.8,27.054291
10344,97,153,0,0.754399862,-0.00012,3384.495361,392405.25,-0.029437,10.000025,10.000008,9.999958,-0.000336,-0.000307,-0.000018,0.165,9.9,0,0,-0.000767
10345,98,153,0,0.531616675,0.003441,0.048062,31.52557,413.250824,4.601048,5.456532,5.426082,0.012917,0.015556,0.004417,0.25,3.9,0,0,0.071272
10346,99,153,0,0.128781428,2.530067,0.049602,24.67695,327.699036,6.21591,6.8815,4.850886,4.482261,7.229677,0.003951,0.188,4.5,946.119995,2.39,26.264902
10347,100,153,0,1.413328851,-0.000378,7750.003906,900079.5625,0.017559,9.999977,9.999984,9.999984,-0.000204,-0.000258,-0.000287,0.169,6.6,0,0,-0.000645
10348,101,153,0,0.722347528,0.003338,0.061012,35.869473,414.406586,4.591959,5.393141,5.483289,0.011568,0.013143,0.005005,0.254,3.8,0,0,0.060923
10349,102,153,0,0.973138862,2.589367,0.052509,32.264465,323.843903,6.114075,6.773873,5.340137,4.513673,7.690307,0.005491,0.183,4.8,945.880005,2.79,28.382236
10350,103,153,0,1.112822682,2.553135,0.051253,38.145912,326.092438,6.182519,6.843084,5.017641,4.425244,7.352176,0.00502,0.208,4.6,945.890015,2.24,26.859877
10351,104,153,0,1.192306079,2.464171,0.0542,41.39389,317.693726,6.213605,6.859467,4.848567,4.390173,7.219151,0.004059,0.225,4.6,945.849976,2.64,26.310904
10352,105,153,0,1.443359629,2.344028,0.267724,78.567406,310.746216,6.383721,6.555522,6.106384,4.397124,4.179908,0.00656,0.247,3.4,946.320007,2.61,15.940407
10353,106,153,0,0.952601718,2.510823,0.050349,36.77895,317.725739,6.159073,6.811379,4.814906,4.435207,7.352215,0.004338,0.294,4.7,945.559998,2.38,26.985046
10354,107,153,0,0.903831389,2.5112,0.048775,80.015755,312.72464,6.371709,6.991733,6.087626,4.512344,6.00032,0.007085,0.281,3.5,946,2.56,21.455055
10355,108,153,0,1.05792368,2.492656,0.057082,33.793095,314.369476,6.140762,6.78273,6.012623,4.392979,7.481763,3.75483,0.284,4.8,945.309998,2.52,27.576517
10356,109,153,0,1.509808677,2.460678,0.051216,25.413008,317.984985,6.247879,6.894451,4.930573,4.446106,7.016164,0.004623,0.269,4.5,945.440002,2.8,25.441347
10357,110,153,0,1.738396476,2.166717,0.998209,99.930168,270.681061,6.601786,5.098337,5.167309,4.23945,0.007507,0.002141,0.216,3,946.22998,2.38,0.03681
10358,111,153,0,1.538855599,2.410012,0.052514,33.948372,309.209808,6.171331,6.800684,6.009044,4.286382,7.250543,3.563537,0.227,4.7,944.97998,2.75,26.653725
10359,112,153,0,0.984276118,2.484477,0.067854,32.917221,313.819489,6.122244,6.760708,5.018129,4.389138,7.407529,0.005461,0.268,4.8,944.51001,2.23,27.39184
10360,113,153,0,0.795029722,2.497381,0.057423,36.88866,306.96698,6.173431,6.801573,6.010595,4.353174,7.242749,3.411044,0.232,4.7,944.72998,2.7,26.621595
10361,114,153,0,0.97820757,2.442978,0.050747,31.167648,307.086792,6.267712,6.891351,5.117817,4.438312,6.621198,0.004456,0.286,4.4,944.580017,2.67,24.019958
10362,115,153,0,1.061560115,2.384347,0.051401,19.894938,306.393738,6.239998,6.859929,5.055397,4.318829,6.875609,0.004686,0.243,4.5,944.169983,2.85,25.057144
10363,116,153,0,1.237251494,-0.000023,5689.876465,264873.5625,-0.021174,10.000034,9.99999,10.000021,-0.000199,0.0001,-0.000366,0.18,2.6,0,0,0.00025
10364,117,153,0,0.886691002,0.002527,0.067222,37.600544,412.346039,4.847441,5.670303,5.08643,0.010494,0.010911,0.00321,0.274,3.3,0,0,0.048106
10365,118,153,0,0.070021858,2.412833,0.048786,21.354019,300.532257,6.243193,6.850685,5.376496,4.37358,6.787647,0.005599,0.21,4.5,943.090027,2.74,24.769958
10366,119,153,0,0.037062573,2.381874,0.04668,45.647232,293.27124,6.359841,6.936721,4.87935,4.45802,5.814227,0.003632,0.208,4.2,942.960022,2.64,20.954521
10367,120,153,0,1.37253179,2.278269,0.17771,73.690384,282.277496,6.406649,6.485957,6.135726,4.301323,4.394196,0.006173,0.194,3.4,942.640015,2.98,16.937344
